"triangles","roles","presentation_position","stimid","hm_rotations","decoydist","area1","area2","area3","NorthSouth1","NorthSouth2","NorthSouth3","EastWest1","EastWest2","EastWest3","orientation1","orientation2","orientation3","templatetype1","templatetype2","templatetype3","presentation1","presentation2","presentation3","ppntID","positionchosen","rolechosen","drawtime","responsetime","presentationsequence"
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":102.46950765959599,""height"":51.234753829797995,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":102.46950765959599,""y1"":0,""y2"":51.234753829797995,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,1,2]","winner1.05shapes012",0,"1.05",2499.999999999999,2500,2625.0000000000014,50,100,51.234753829797995,100,50,102.46950765959599,0,1,0,"skew","equilateral","rightangle",0,1,2,"9079612","1","comp",1529957193784,1529957196481,50
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":95,""height"":52.631578947368396,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":95,""y1"":0,""y2"":52.631578947368396,""y3"":0,""x2"":23.75}]","[""targ"",""comp"",""decoy""]","[1,2,0]","compromise-0.05shapes100",0,"-0.05",2500.000000000002,2499.999999999999,2499.9999999999995,50,100,52.631578947368396,100,50,95,0,1,0,"rightangle","skew","skew",1,2,0,"75072","2","targ",1530025198061,1530025205220,1
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":94.8683298050514,""y1"":0,""y2"":47.4341649025257,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[1,0,2]","attraction0.9shapes010",0,"0.9",2500.000000000002,2499.999999999999,2250.0000000000014,50,100,47.4341649025257,100,50,94.8683298050514,0,1,0,"rightangle","skew","rightangle",1,0,2,"75072","0","comp",1530025205220,1530025229048,2
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":94.8683298050514,""y1"":0,""y2"":47.4341649025257,""y3"":0,""x2"":23.71708245126285}]","[""targ"",""comp"",""decoy""]","[1,2,0]","attraction0.9shapes000",0,"0.9",2499.999999999999,2499.999999999999,2250.0000000000014,50,100,47.4341649025257,100,50,94.8683298050514,0,1,0,"skew","skew","skew",1,2,0,"75072","2","targ",1530025229048,1530025231312,3
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":92.19544457292889,""height"":46.097722286464396,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":92.19544457292889,""y1"":0,""y2"":46.097722286464396,""y3"":0,""x2"":46.097722286464446}]","[""targ"",""comp"",""decoy""]","[0,1,2]","attraction0.85shapes001",0,"0.85",2499.999999999999,2499.999999999999,2124.9999999999986,50,100,46.097722286464396,100,50,92.19544457292889,0,1,0,"skew","skew","equilateral",0,1,2,"75072","1","comp",1530025231312,1530025234161,4
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":90,""height"":55.5555555555556,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":90,""y1"":0,""y2"":55.5555555555556,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[2,0,1]","compromise-0.1shapes100",0,"-0.1",2500,2500.000000000002,2500.000000000001,50,100,55.5555555555556,100,50,90,0,1,0,"equilateral","rightangle","rightangle",2,0,1,"75072","1","targ",1530025234161,1530025237887,5
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":97.5,""y1"":0,""y2"":51.2820512820513,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,1,2]","compromise-0.025shapes100",0,"-0.025",2499.999999999999,2500.000000000002,2500.0000000000014,50,100,51.2820512820513,100,50,97.5,0,1,0,"skew","rightangle","rightangle",0,1,2,"75072","0","targ",1530025237887,1530025242704,6
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":85,""height"":58.823529411764696,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":85,""y1"":0,""y2"":58.823529411764696,""y3"":0,""x2"":42.5}]","[""targ"",""comp"",""decoy""]","[0,1,2]","compromise-0.15shapes010",0,"-0.15",2500,2499.999999999999,2500,50,100,58.823529411764696,100,50,85,0,1,0,"equilateral","skew","equilateral",0,1,2,"75072","1","comp",1530025242704,1530025246034,7
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":90,""height"":55.5555555555556,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":90,""y1"":0,""y2"":55.5555555555556,""y3"":0,""x2"":45}]","[""targ"",""comp"",""decoy""]","[1,2,0]","compromise-0.1shapes010",0,"-0.1",2500,2500.000000000002,2500.000000000002,50,100,55.5555555555556,100,50,90,0,1,0,"equilateral","rightangle","equilateral",1,2,0,"75072","2","targ",1530025246034,1530025249010,8
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":104.880884817015,""y1"":0,""y2"":52.44044240850761,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[1,2,0]","winner1.1shapes100",0,"1.1",2500,2500.000000000002,2749.9999999999986,50,100,52.44044240850761,100,50,104.880884817015,0,1,0,"equilateral","rightangle","rightangle",1,2,0,"75072","0","comp",1530025249010,1530025252140,9
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":107.23805294763599,""height"":53.619026473817996,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":107.23805294763599,""y1"":0,""y2"":53.619026473817996,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[1,2,0]","winner1.15shapes012",0,"1.15",2499.999999999999,2500,2874.999999999995,50,100,53.619026473817996,100,50,107.23805294763599,0,1,0,"skew","equilateral","rightangle",1,2,0,"75072","2","targ",1530025252140,1530025254763,10
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":94.8683298050514,""y1"":0,""y2"":47.4341649025257,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[1,2,0]","attraction0.9shapes012",0,"0.9",2499.999999999999,2500,2250.0000000000014,50,100,47.4341649025257,100,50,94.8683298050514,0,1,0,"skew","equilateral","rightangle",1,2,0,"75072","2","targ",1530025254763,1530025256355,11
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":107.23805294763599,""height"":53.619026473817996,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":107.23805294763599,""y1"":0,""y2"":53.619026473817996,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,1,2]","winner1.15shapes010",0,"1.15",2500.000000000002,2500,2874.999999999995,50,100,53.619026473817996,100,50,107.23805294763599,0,1,0,"rightangle","equilateral","rightangle",0,1,2,"75072","2","decoy",1530025256355,1530025259596,12
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":107.23805294763599,""height"":53.619026473817996,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":107.23805294763599,""y1"":0,""y2"":53.619026473817996,""y3"":0,""x2"":53.619026473817996}]","[""targ"",""comp"",""decoy""]","[2,1,0]","winner1.15shapes001",0,"1.15",2499.999999999999,2499.999999999999,2874.999999999995,50,100,53.619026473817996,100,50,107.23805294763599,0,1,0,"skew","skew","equilateral",2,1,0,"75072","0","decoy",1530025259596,1530025262460,13
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":92.19544457292889,""height"":46.097722286464396,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":92.19544457292889,""y1"":0,""y2"":46.097722286464396,""y3"":0,""x2"":23.048861143232223}]","[""targ"",""comp"",""decoy""]","[2,0,1]","attraction0.85shapes100",0,"0.85",2500,2499.999999999999,2124.9999999999986,50,100,46.097722286464396,100,50,92.19544457292889,0,1,0,"equilateral","skew","skew",2,0,1,"75072","2","comp",1530025262460,1530025270573,14
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":95,""height"":52.631578947368396,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":95,""y1"":0,""y2"":52.631578947368396,""y3"":0,""x2"":47.5}]","[""targ"",""comp"",""decoy""]","[0,1,2]","compromise-0.05shapes000",0,"-0.05",2500,2500,2499.9999999999986,50,100,52.631578947368396,100,50,95,0,1,0,"equilateral","equilateral","equilateral",0,1,2,"75072","1","comp",1530025270573,1530025273861,15
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":107.23805294763599,""height"":53.619026473817996,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":107.23805294763599,""y1"":0,""y2"":53.619026473817996,""y3"":0,""x2"":26.809513236908998}]","[""targ"",""comp"",""decoy""]","[1,0,2]","winner1.15shapes000",0,"1.15",2499.999999999999,2499.999999999999,2874.999999999995,50,100,53.619026473817996,100,50,107.23805294763599,0,1,0,"skew","skew","skew",1,0,2,"75072","2","decoy",1530025273861,1530025276150,16
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":85,""height"":58.823529411764696,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":85,""y1"":0,""y2"":58.823529411764696,""y3"":0,""x2"":21.25}]","[""targ"",""comp"",""decoy""]","[2,0,1]","compromise-0.15shapes100",0,"-0.15",2500.000000000002,2499.999999999999,2500,50,100,58.823529411764696,100,50,85,0,1,0,"rightangle","skew","skew",2,0,1,"75072","0","decoy",1530025276150,1530025281373,17
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":85,""height"":58.823529411764696,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":85,""y1"":0,""y2"":58.823529411764696,""y3"":0,""x2"":42.5}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.15shapes000",0,"-0.15",2500,2500,2500,50,100,58.823529411764696,100,50,85,0,1,0,"equilateral","equilateral","equilateral",2,1,0,"75072","1","comp",1530025281373,1530025284743,18
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":90,""height"":55.5555555555556,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":90,""y1"":0,""y2"":55.5555555555556,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[1,0,2]","compromise-0.1shapes001",0,"-0.1",2500,2500,2500.000000000001,50,100,55.5555555555556,100,50,90,0,1,0,"equilateral","equilateral","rightangle",1,0,2,"75072","0","comp",1530025284743,1530025289944,19
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":97.5,""y1"":0,""y2"":51.2820512820513,""y3"":0,""x2"":48.75}]","[""targ"",""comp"",""decoy""]","[2,0,1]","compromise-0.025shapes010",0,"-0.025",2500,2499.999999999999,2500.0000000000005,50,100,51.2820512820513,100,50,97.5,0,1,0,"equilateral","skew","equilateral",2,0,1,"75072","2","comp",1530025289944,1530025292432,20
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":90,""height"":55.5555555555556,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":90,""y1"":0,""y2"":55.5555555555556,""y3"":0,""x2"":45}]","[""targ"",""comp"",""decoy""]","[1,0,2]","compromise-0.1shapes000",0,"-0.1",2500,2500,2500.000000000002,50,100,55.5555555555556,100,50,90,0,1,0,"equilateral","equilateral","equilateral",1,0,2,"75072","2","decoy",1530025292432,1530025296976,21
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":107.23805294763599,""height"":53.619026473817996,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":107.23805294763599,""y1"":0,""y2"":53.619026473817996,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[2,1,0]","winner1.15shapes100",0,"1.15",2500,2500.000000000002,2874.999999999995,50,100,53.619026473817996,100,50,107.23805294763599,0,1,0,"equilateral","rightangle","rightangle",2,1,0,"75072","0","decoy",1530025296976,1530025301696,22
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":95,""height"":52.631578947368396,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":95,""y1"":0,""y2"":52.631578947368396,""y3"":0,""x2"":47.5}]","[""targ"",""comp"",""decoy""]","[2,0,1]","compromise-0.05shapes010",0,"-0.05",2500,2499.999999999999,2499.9999999999986,50,100,52.631578947368396,100,50,95,0,1,0,"equilateral","skew","equilateral",2,0,1,"75072","1","targ",1530025301696,1530025307145,23
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":104.880884817015,""y1"":0,""y2"":52.44044240850761,""y3"":0,""x2"":26.22022120425375}]","[""targ"",""comp"",""decoy""]","[0,2,1]","winner1.1shapes000",0,"1.1",2499.999999999999,2499.999999999999,2749.999999999998,50,100,52.44044240850761,100,50,104.880884817015,0,1,0,"skew","skew","skew",0,2,1,"75072","1","decoy",1530025307145,1530025311465,24
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":102.46950765959599,""height"":51.234753829797995,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":102.46950765959599,""y1"":0,""y2"":51.234753829797995,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[2,0,1]","winner1.05shapes100",0,"1.05",2500,2500.000000000002,2625.0000000000014,50,100,51.234753829797995,100,50,102.46950765959599,0,1,0,"equilateral","rightangle","rightangle",2,0,1,"75072","2","comp",1530025311465,1530025315291,25
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":94.8683298050514,""y1"":0,""y2"":47.4341649025257,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,1,2]","attraction0.9shapes100",0,"0.9",2500,2500.000000000002,2250.0000000000014,50,100,47.4341649025257,100,50,94.8683298050514,0,1,0,"equilateral","rightangle","rightangle",0,1,2,"75072","0","targ",1530025315291,1530025318372,26
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":95,""height"":52.631578947368396,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":95,""y1"":0,""y2"":52.631578947368396,""y3"":0,""x2"":23.75}]","[""targ"",""comp"",""decoy""]","[0,2,1]","compromise-0.05shapes001",0,"-0.05",2500,2500,2499.9999999999995,50,100,52.631578947368396,100,50,95,0,1,0,"equilateral","equilateral","skew",0,2,1,"75072","2","comp",1530025318372,1530025322451,27
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":85,""height"":58.823529411764696,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":85,""y1"":0,""y2"":58.823529411764696,""y3"":0,""x2"":21.25}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.15shapes012",0,"-0.15",2500.000000000002,2500,2500,50,100,58.823529411764696,100,50,85,0,1,0,"rightangle","equilateral","skew",2,1,0,"75072","1","comp",1530025322451,1530025324300,28
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":90,""height"":55.5555555555556,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":90,""y1"":0,""y2"":55.5555555555556,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,1,2]","compromise-0.1shapes012",0,"-0.1",2500,2499.999999999999,2500.000000000001,50,100,55.5555555555556,100,50,90,0,1,0,"equilateral","skew","rightangle",0,1,2,"75072","1","comp",1530025324300,1530025329317,29
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":102.46950765959599,""height"":51.234753829797995,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":102.46950765959599,""y1"":0,""y2"":51.234753829797995,""y3"":0,""x2"":51.234753829797995}]","[""targ"",""comp"",""decoy""]","[2,0,1]","winner1.05shapes001",0,"1.05",2500.000000000002,2500.000000000002,2625.0000000000005,50,100,51.234753829797995,100,50,102.46950765959599,0,1,0,"rightangle","rightangle","equilateral",2,0,1,"75072","1","targ",1530025329317,1530025332988,30
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":92.19544457292889,""height"":46.097722286464396,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":92.19544457292889,""y1"":0,""y2"":46.097722286464396,""y3"":0,""x2"":46.097722286464446}]","[""targ"",""comp"",""decoy""]","[0,2,1]","attraction0.85shapes000",0,"0.85",2500,2500,2124.9999999999986,50,100,46.097722286464396,100,50,92.19544457292889,0,1,0,"equilateral","equilateral","equilateral",0,2,1,"75072","2","comp",1530025332988,1530025334349,31
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":92.19544457292889,""height"":46.097722286464396,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":92.19544457292889,""y1"":0,""y2"":46.097722286464396,""y3"":0,""x2"":46.097722286464446}]","[""targ"",""comp"",""decoy""]","[1,2,0]","attraction0.85shapes012",0,"0.85",2499.999999999999,2500.000000000002,2124.9999999999986,50,100,46.097722286464396,100,50,92.19544457292889,0,1,0,"skew","rightangle","equilateral",1,2,0,"75072","2","targ",1530025334349,1530025335773,32
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":102.46950765959599,""height"":51.234753829797995,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":102.46950765959599,""y1"":0,""y2"":51.234753829797995,""y3"":0,""x2"":51.234753829797995}]","[""targ"",""comp"",""decoy""]","[2,0,1]","winner1.05shapes012",0,"1.05",2500.000000000002,2499.999999999999,2625.0000000000005,50,100,51.234753829797995,100,50,102.46950765959599,0,1,0,"rightangle","skew","equilateral",2,0,1,"75072","2","comp",1530025335773,1530025338301,33
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":92.19544457292889,""height"":46.097722286464396,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":92.19544457292889,""y1"":0,""y2"":46.097722286464396,""y3"":0,""x2"":23.048861143232223}]","[""targ"",""comp"",""decoy""]","[1,0,2]","attraction0.85shapes010",0,"0.85",2499.999999999999,2500.000000000002,2124.9999999999986,50,100,46.097722286464396,100,50,92.19544457292889,0,1,0,"skew","rightangle","skew",1,0,2,"75072","0","comp",1530025338301,1530025340430,34
