"triangles","roles","presentation_position","stimid","hm_rotations","decoydist","timelimit","area1","area2","area3","NorthSouth1","NorthSouth2","NorthSouth3","EastWest1","EastWest2","EastWest3","orientation1","orientation2","orientation3","templatetype1","templatetype2","templatetype3","presentation1","presentation2","presentation3","ppntID","positionchosen","rolechosen","drawtime","responsetime","presentationsequence"
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-94.8683298050514,""y1"":0,""y2"":-47.4341649025257,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[1,2,0]","attraction0.9shapes010",2,"0.9",,2500.000000000002,2499.999999999999,2250.0000000000014,50,100,47.4341649025257,100,50,94.8683298050514,2,3,2,"rightangle","skew","rightangle",1,2,0,"5489673","0","comp",1538071533893,1538071536581,73
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":97.5,""x2"":-51.2820512820513}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.025shapes012",1,"-0.025",,2499.999999999999,2500,2500.0000000000014,100,50,97.5,50,100,51.2820512820513,1,2,1,"skew","equilateral","rightangle",2,1,0,"5489673","2","targ",1538071536581,1538071538357,74
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":109.54451150103299,""height"":54.7722557505166,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":54.77225575051649,""y3"":109.54451150103299,""x2"":-54.7722557505166}]","[""targ"",""comp"",""decoy""]","[2,0,1]","winner1.2shapes100",1,"1.2",,2500.000000000002,2500,2999.9999999999923,100,50,109.54451150103299,50,100,54.7722557505166,1,2,1,"rightangle","equilateral","equilateral",2,0,1,"5489673","2","comp",1538071538357,1538071539150,75
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":114.01754250991401,""height"":57.008771254956905,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-28.504385627478502,""y3"":-114.01754250991401,""x2"":57.008771254956905}]","[""targ"",""comp"",""decoy""]","[1,2,0]","winner1.3shapes010",3,"1.3",,2499.999999999999,2500,3250.000000000006,100,50,114.01754250991401,50,100,57.008771254956905,3,0,3,"skew","equilateral","skew",1,2,0,"5489673","1","decoy",1538071539150,1538071540254,76
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-100,""x2"":50},{""base"":89.44271909999159,""height"":44.721359549995796,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-89.44271909999159,""y1"":0,""y2"":-44.721359549995796,""y3"":0,""x2"":-44.721359549995796}]","[""targ"",""comp"",""decoy""]","[0,1,2]","attraction0.8shapes012",2,"0.8",,2499.999999999999,2500.000000000002,2000.0000000000005,50,100,44.721359549995796,100,50,89.44271909999159,2,3,2,"skew","rightangle","equilateral",0,1,2,"5489673","2","decoy",1538071540254,1538071542893,77
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-50,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":83.6660026534076,""height"":41.8330013267038,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-20.9165006633519,""y3"":-83.6660026534076,""x2"":41.8330013267038}]","[""targ"",""comp"",""decoy""]","[2,1,0]","attraction0.7shapes012",3,"0.7",,2500,2500.000000000002,1750.0000000000032,100,50,83.6660026534076,50,100,41.8330013267038,3,0,3,"equilateral","rightangle","skew",2,1,0,"5489673","0","decoy",1538071542893,1538071544422,78
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":95,""height"":52.631578947368396,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-95,""y1"":0,""y2"":-52.631578947368396,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[1,0,2]","compromise-0.05shapes010",2,"-0.05",,2500.000000000002,2499.999999999999,2499.9999999999995,50,100,52.631578947368396,100,50,95,2,3,2,"rightangle","skew","rightangle",1,0,2,"5489673","0","comp",1538071544422,1538071546950,79
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":83.6660026534076,""height"":41.8330013267038,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":83.6660026534076,""y1"":0,""y2"":41.8330013267038,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[2,1,0]","attraction0.7shapes010",0,"0.7",,2500.000000000002,2500,1750.0000000000018,50,100,41.8330013267038,100,50,83.6660026534076,0,1,0,"rightangle","equilateral","rightangle",2,1,0,"5489673","0","decoy",1538071546950,1538071549486,80
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-50,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":83.6660026534076,""height"":41.8330013267038,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-41.8330013267038,""y3"":-83.6660026534076,""x2"":41.8330013267038}]","[""targ"",""comp"",""decoy""]","[0,1,2]","attraction0.7shapes000",3,"0.7",,2500,2500,1750.000000000002,100,50,83.6660026534076,50,100,41.8330013267038,3,0,3,"equilateral","equilateral","equilateral",0,1,2,"5489673","2","decoy",1538071549486,1538071550775,81
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":52.4404424085075,""y3"":104.880884817015,""x2"":-52.44044240850761}]","[""targ"",""comp"",""decoy""]","[2,1,0]","winner1.1shapes000",1,"1.1",,2500,2500,2749.999999999996,100,50,104.880884817015,50,100,52.44044240850761,1,2,1,"equilateral","equilateral","equilateral",2,1,0,"5489673","2","targ",1538071550775,1538071553070,82
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":95,""height"":52.631578947368396,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":95,""y1"":0,""y2"":52.631578947368396,""y3"":0,""x2"":23.75}]","[""targ"",""comp"",""decoy""]","[2,0,1]","compromise-0.05shapes012",0,"-0.05",,2500.000000000002,2500,2499.9999999999995,50,100,52.631578947368396,100,50,95,0,1,0,"rightangle","equilateral","skew",2,0,1,"5489673","0","decoy",1538071553070,1538071558008,83
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":109.54451150103299,""height"":54.7722557505166,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":27.386127875258246,""y3"":109.54451150103299,""x2"":-54.7722557505166}]","[""targ"",""comp"",""decoy""]","[2,1,0]","winner1.2shapes000",1,"1.2",,2499.999999999999,2499.999999999999,2999.999999999994,100,50,109.54451150103299,50,100,54.7722557505166,1,2,1,"skew","skew","skew",2,1,0,"5489673","2","targ",1538071558008,1538071559568,84
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":114.01754250991401,""height"":57.008771254956905,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":114.01754250991401,""x2"":-57.008771254956905}]","[""targ"",""comp"",""decoy""]","[1,2,0]","winner1.3shapes012",1,"1.3",,2500,2499.999999999999,3250.0000000000077,100,50,114.01754250991401,50,100,57.008771254956905,1,2,1,"equilateral","skew","rightangle",1,2,0,"5489673","1","decoy",1538071559568,1538071561680,85
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":114.01754250991401,""height"":57.008771254956905,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":28.504385627478502,""y3"":114.01754250991401,""x2"":-57.008771254956905}]","[""targ"",""comp"",""decoy""]","[1,2,0]","winner1.3shapes100",1,"1.3",,2500.000000000002,2499.999999999999,3250.000000000006,100,50,114.01754250991401,50,100,57.008771254956905,1,2,1,"rightangle","skew","skew",1,2,0,"5489673","1","decoy",1538071561680,1538071562673,86
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-50,""y3"":-100,""x2"":50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-94.8683298050514,""y1"":0,""y2"":-47.4341649025257,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[1,2,0]","attraction0.9shapes001",2,"0.9",,2500,2500,2250.0000000000014,50,100,47.4341649025257,100,50,94.8683298050514,2,3,2,"equilateral","equilateral","rightangle",1,2,0,"5489673","2","targ",1538071562673,1538071564553,87
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-48.75,""y3"":-97.5,""x2"":51.2820512820513}]","[""targ"",""comp"",""decoy""]","[1,0,2]","compromise-0.025shapes001",3,"-0.025",,2499.999999999999,2499.999999999999,2500.0000000000005,100,50,97.5,50,100,51.2820512820513,3,0,3,"skew","skew","equilateral",1,0,2,"5489673","1","targ",1538071564553,1538071568169,88
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":0},{""base"":95,""height"":52.631578947368396,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":95,""x2"":-52.631578947368396}]","[""targ"",""comp"",""decoy""]","[0,2,1]","compromise-0.05shapes000",1,"-0.05",,2500.000000000002,2500.000000000002,2499.9999999999995,100,50,95,50,100,52.631578947368396,1,2,1,"rightangle","rightangle","rightangle",0,2,1,"5489673","2","comp",1538071568169,1538071570834,89
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":95,""height"":52.631578947368396,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-95,""x2"":52.631578947368396}]","[""targ"",""comp"",""decoy""]","[2,0,1]","compromise-0.05shapes001",3,"-0.05",,2499.999999999999,2499.999999999999,2499.9999999999995,100,50,95,50,100,52.631578947368396,3,0,3,"skew","skew","rightangle",2,0,1,"5489673","1","targ",1538071570834,1538071573433,90
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":85,""height"":58.823529411764696,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-85,""y1"":0,""y2"":-58.823529411764696,""y3"":0,""x2"":-42.5}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.15shapes012",2,"-0.15",,2500.000000000002,2499.999999999999,2500,50,100,58.823529411764696,100,50,85,2,3,2,"rightangle","skew","equilateral",2,1,0,"5489673","1","comp",1538071573433,1538071575825,91
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-100,""x2"":50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-94.8683298050514,""y1"":0,""y2"":-47.4341649025257,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,2,1]","attraction0.9shapes000",2,"0.9",,2500.000000000002,2500.000000000002,2250.0000000000014,50,100,47.4341649025257,100,50,94.8683298050514,2,3,2,"rightangle","rightangle","rightangle",0,2,1,"5489673","2","comp",1538071575825,1538071579658,92
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-97.5,""x2"":51.2820512820513}]","[""targ"",""comp"",""decoy""]","[2,0,1]","compromise-0.025shapes000",3,"-0.025",,2500.000000000002,2500.000000000002,2500.0000000000014,100,50,97.5,50,100,51.2820512820513,3,0,3,"rightangle","rightangle","rightangle",2,0,1,"5489673","2","comp",1538071579658,1538071581154,93
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":85,""height"":58.823529411764696,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":42.5,""y3"":85,""x2"":-58.823529411764696}]","[""targ"",""comp"",""decoy""]","[2,0,1]","compromise-0.15shapes100",1,"-0.15",,2500.000000000002,2500,2500,100,50,85,50,100,58.823529411764696,1,2,1,"rightangle","equilateral","equilateral",2,0,1,"5489673","2","comp",1538071581154,1538071583865,94
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":114.01754250991401,""height"":57.008771254956905,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-114.01754250991401,""y1"":0,""y2"":-57.008771254956905,""y3"":0,""x2"":-57.008771254957004}]","[""targ"",""comp"",""decoy""]","[2,1,0]","winner1.3shapes001",2,"1.3",,2499.999999999999,2499.999999999999,3250.000000000006,50,100,57.008771254956905,100,50,114.01754250991401,2,3,2,"skew","skew","equilateral",2,1,0,"5489673","2","targ",1538071583865,1538071584563,95
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":95,""height"":52.631578947368396,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-47.5,""y3"":-95,""x2"":52.631578947368396}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.05shapes100",3,"-0.05",,2500.000000000002,2500,2499.9999999999986,100,50,95,50,100,52.631578947368396,3,0,3,"rightangle","equilateral","equilateral",2,1,0,"5489673","2","targ",1538071584563,1538071593388,96
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":85,""height"":58.823529411764696,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-21.25,""y3"":-85,""x2"":58.823529411764696}]","[""targ"",""comp"",""decoy""]","[1,2,0]","compromise-0.15shapes000",3,"-0.15",,2499.999999999999,2499.999999999999,2500,100,50,85,50,100,58.823529411764696,3,0,3,"skew","skew","skew",1,2,0,"5489673","1","decoy",1538071593388,1538071597709,97
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-100,""x2"":50},{""base"":114.01754250991401,""height"":57.008771254956905,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-114.01754250991401,""y1"":0,""y2"":-57.008771254956905,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,1,2]","winner1.3shapes000",2,"1.3",,2500.000000000002,2500.000000000002,3250.0000000000077,50,100,57.008771254956905,100,50,114.01754250991401,2,3,2,"rightangle","rightangle","rightangle",0,1,2,"5489673","0","targ",1538071597709,1538071601606,98
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":52.4404424085075,""y3"":104.880884817015,""x2"":-52.44044240850761}]","[""targ"",""comp"",""decoy""]","[2,1,0]","winner1.1shapes100",1,"1.1",,2499.999999999999,2500,2749.999999999996,100,50,104.880884817015,50,100,52.44044240850761,1,2,1,"skew","equilateral","equilateral",2,1,0,"5489673","2","targ",1538071601606,1538071603950,99
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":104.880884817015,""y1"":0,""y2"":52.44044240850761,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[1,0,2]","winner1.1shapes012",0,"1.1",,2500,2499.999999999999,2749.9999999999986,50,100,52.44044240850761,100,50,104.880884817015,0,1,0,"equilateral","skew","rightangle",1,0,2,"5489673","0","comp",1538071603950,1538071607917,100
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-50,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":89.44271909999159,""height"":44.721359549995796,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-89.44271909999159,""x2"":44.721359549995796}]","[""targ"",""comp"",""decoy""]","[0,1,2]","attraction0.8shapes001",3,"0.8",,2500,2500,2000.0000000000002,100,50,89.44271909999159,50,100,44.721359549995796,3,0,3,"equilateral","equilateral","rightangle",0,1,2,"5489673","2","decoy",1538071607917,1538071609766,101
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":109.54451150103299,""height"":54.7722557505166,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":109.54451150103299,""y1"":0,""y2"":54.7722557505166,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,2,1]","winner1.2shapes010",0,"1.2",,2500.000000000002,2500,2999.9999999999936,50,100,54.7722557505166,100,50,109.54451150103299,0,1,0,"rightangle","equilateral","rightangle",0,2,1,"5489673","1","decoy",1538071609766,1538071610869,102
